LoanID,Age,Income,LoanAmount,CreditScore,MonthsEmployed,NumCreditLines,InterestRate,LoanTerm,DTIRatio,Education,EmploymentType,MaritalStatus,HasMortgage,HasDependents,LoanPurpose,HasCoSigner,Default
YC2MA5WHDK,52,94596,98451,806,3,4,18.58,24,0.64,Master's,Part-time,Married,Yes,Yes,Education,Yes,0
X0EGE8AV8P,21,119268,97844,579,42,2,12.16,48,0.32,Bachelor's,Unemployed,Married,Yes,Yes,Other,Yes,0
4KWEL7ZV9X,45,39228,129793,447,80,2,15.85,60,0.25,PhD,Unemployed,Married,No,Yes,Auto,Yes,0
S7TVECB5D6,43,126952,141637,387,89,1,4.11,48,0.49,PhD,Full-time,Married,No,No,Auto,Yes,0
5RLE19U9UO,50,88422,107079,496,117,2,11.3,60,0.64,PhD,Self-employed,Divorced,No,No,Business,No,0
4FI3VRIK0B,36,108398,109494,795,32,2,23.62,48,0.76,PhD,Part-time,Married,Yes,No,Business,No,0
SLNIAIUOXA,47,61277,198002,681,75,3,23.46,48,0.15,Master's,Self-employed,Married,No,Yes,Other,Yes,1
GHUY7GTR5X,67,58752,238159,489,38,1,19.46,24,0.37,Bachelor's,Unemployed,Single,Yes,No,Other,Yes,0
J0UN3ZUHF6,44,21372,87442,514,40,1,7.4,24,0.14,PhD,Self-employed,Single,Yes,No,Other,Yes,0
KNES0TLZ60,51,60045,207925,722,5,3,6.97,36,0.8,PhD,Self-employed,Married,No,Yes,Business,No,0
NG6M5I058V,26,86216,220545,585,100,3,22.02,24,0.73,High School,Part-time,Single,No,No,Other,No,0
SZKUT2TXH3,42,22712,53104,378,57,1,17.7,24,0.87,Bachelor's,Full-time,Married,No,Yes,Auto,No,0
01VGFR390U,37,24291,107613,334,100,2,22.28,36,0.75,Bachelor's,Self-employed,Single,No,No,Education,No,1
OFZLX0K8W6,51,94437,84327,842,67,1,12.19,12,0.36,High School,Part-time,Divorced,Yes,No,Business,Yes,0
PR0E8LQ24C,22,126735,17775,339,6,3,11,36,0.9,Bachelor's,Part-time,Married,Yes,No,Home,Yes,1
BDH3PVE911,38,118020,221900,432,44,1,17.79,36,0.36,Bachelor's,Unemployed,Single,Yes,Yes,Business,Yes,0
A5N4CZQ3OI,37,88625,31229,739,110,1,18.39,24,0.13,PhD,Unemployed,Divorced,Yes,Yes,Home,No,0
IHDS1UCX6Y,23,39446,174220,447,81,2,5.93,24,0.29,PhD,Unemployed,Divorced,Yes,No,Business,Yes,0
RXW1HJQBIL,25,124978,12591,378,110,3,13.25,48,0.83,PhD,Full-time,Divorced,Yes,Yes,Other,No,0
93H4S2Z5VF,61,22964,116238,803,102,2,20.98,48,0.78,High School,Self-employed,Married,No,No,Education,Yes,0
Q6DUO7OW5I,41,65309,194118,578,37,2,7.46,48,0.3,PhD,Self-employed,Married,No,No,Education,Yes,0
62W88CWFH2,42,120877,212021,396,20,1,21.37,12,0.38,High School,Part-time,Divorced,No,No,Other,Yes,0
JYG3GZNBZV,44,29453,12187,535,105,1,17.9,36,0.15,High School,Unemployed,Married,No,Yes,Business,No,0
28TE06G7C0,41,42916,235593,357,4,3,4.16,48,0.13,PhD,Full-time,Married,Yes,No,Education,Yes,0
9J9IFELZLU,36,148090,202438,637,95,1,7.66,36,0.81,Master's,Part-time,Divorced,No,No,Business,No,0
SPMUT05IBQ,63,134690,209176,678,0,3,7.39,36,0.14,Bachelor's,Self-employed,Single,No,Yes,Other,No,0
WV2OVFT01X,23,74969,197380,584,118,2,9.71,48,0.8,Bachelor's,Full-time,Divorced,No,Yes,Education,Yes,0
RXLT9SZX2D,50,38916,50281,324,69,4,3.23,24,0.9,High School,Self-employed,Married,No,No,Auto,Yes,0
APENEFESBP,44,75961,42054,646,92,2,2.04,36,0.17,PhD,Unemployed,Married,No,Yes,Auto,No,0
VAFI5D82H3,46,16789,165478,454,119,3,11.93,36,0.12,High School,Part-time,Single,Yes,Yes,Home,No,0
CJSS8YQHH4,69,34796,113318,626,50,3,23.32,24,0.4,Master's,Self-employed,Single,No,No,Education,Yes,0
WNLLQP2V65,33,125710,163240,697,54,3,24.12,60,0.24,Bachelor's,Unemployed,Divorced,Yes,Yes,Home,No,0
QJ4TTS0G0Q,35,121177,61122,378,82,2,4.06,60,0.25,Bachelor's,Full-time,Single,No,Yes,Home,Yes,0
E6JIKW56R4,58,53335,248329,329,98,2,13.46,12,0.4,PhD,Self-employed,Single,Yes,Yes,Education,Yes,0
NAFLD4Q2IA,21,145143,76357,528,93,3,20.1,60,0.89,Bachelor's,Part-time,Divorced,No,Yes,Business,No,0
DT1TMO3WY7,69,115611,125881,811,50,1,2.85,48,0.55,Bachelor's,Self-employed,Single,Yes,Yes,Home,No,0
24VDQIIYSY,31,108913,191892,390,54,4,17.37,12,0.78,Bachelor's,Full-time,Married,Yes,No,Other,Yes,0
BKBTZKJIG6,33,66655,246687,785,61,4,14.75,36,0.52,Master's,Part-time,Married,Yes,Yes,Auto,No,0
I8UPRQ09JX,48,25838,37481,722,0,3,20.18,24,0.87,PhD,Unemployed,Married,No,No,Education,Yes,0
57TCM7W4EB,35,97513,172645,360,58,3,21.14,24,0.6,Master's,Unemployed,Married,Yes,No,Education,No,0
NSEW6W89JV,24,17725,128248,783,17,2,24.13,48,0.26,High School,Unemployed,Married,Yes,No,Home,No,1
5LZF1RQYFR,51,46336,99606,692,114,4,20.3,24,0.54,High School,Part-time,Married,Yes,No,Education,No,0
FNRTO1GWET,25,100367,243099,362,114,2,23.67,36,0.24,Master's,Self-employed,Married,No,Yes,Other,Yes,1
PWN1AO4DJG,25,95732,10275,674,77,1,14.75,48,0.85,PhD,Part-time,Divorced,Yes,Yes,Auto,No,0
ZHEKNIAS3P,48,109207,48030,445,107,3,11.76,12,0.59,Master's,Part-time,Single,Yes,No,Business,No,0
7MCEB8K366,40,87496,218934,514,103,4,10.34,24,0.86,PhD,Unemployed,Divorced,Yes,Yes,Other,Yes,0
SH7G2GAOT0,35,82198,57083,787,50,1,3.13,48,0.8,High School,Part-time,Single,Yes,No,Other,Yes,0
F25FQ9G5TU,21,99995,60959,537,114,3,22.07,24,0.28,Bachelor's,Full-time,Married,Yes,No,Education,No,1
J5CN5PYGMI,41,96008,158277,792,39,4,15.86,48,0.12,High School,Part-time,Divorced,No,No,Home,No,0
NZPOYK2N62,25,101832,28223,508,39,3,20.99,24,0.26,Bachelor's,Self-employed,Divorced,Yes,No,Auto,No,1
T8Q79HNV55,66,135462,164516,393,50,1,20.64,24,0.63,PhD,Part-time,Divorced,No,Yes,Education,Yes,0
A3C61T4TXC,56,77147,167463,761,30,1,14.23,60,0.55,PhD,Part-time,Single,Yes,No,Auto,No,0
KLXUX36YGK,42,119765,35279,327,68,1,16.72,60,0.72,Master's,Self-employed,Single,No,Yes,Education,Yes,0
XNFNO322TY,58,142095,200139,665,16,1,18.67,48,0.78,Bachelor's,Unemployed,Married,Yes,Yes,Auto,Yes,0
HNZ5CWO12V,25,21883,194252,459,78,3,9.1,36,0.4,Bachelor's,Unemployed,Divorced,No,Yes,Education,Yes,0
QI6ZQ8TH8G,55,63188,210522,432,28,3,22.77,24,0.32,High School,Unemployed,Married,Yes,No,Auto,No,0
CLI9218923,30,104348,37253,649,73,3,8.5,24,0.25,High School,Self-employed,Divorced,No,No,Home,No,0
5M0R3E12XQ,64,133848,225049,733,28,1,11.46,24,0.71,High School,Self-employed,Single,Yes,No,Business,No,0
3DC0OYXSRF,61,41297,151565,418,7,3,7.86,48,0.56,High School,Unemployed,Divorced,Yes,No,Home,No,0
NE0U3RSX3O,38,52925,228614,535,38,3,11.08,36,0.71,Master's,Unemployed,Divorced,Yes,Yes,Home,No,1
F97ZF8U1BG,50,32900,240279,717,45,2,13.47,24,0.78,Master's,Full-time,Single,Yes,No,Business,Yes,0
B2R6HBHEPO,45,86555,248887,427,24,3,24.71,48,0.88,Bachelor's,Part-time,Single,Yes,No,Auto,Yes,0
J4408Y3JLA,37,23083,26021,388,59,4,2.59,24,0.27,Master's,Self-employed,Married,No,Yes,Auto,No,0
ZGW8MTDJXN,43,140589,175598,778,7,4,19.22,24,0.65,Bachelor's,Unemployed,Single,No,No,Business,No,0
ZNOM18L8R4,21,55055,224826,770,35,4,16.73,12,0.19,Master's,Full-time,Married,No,No,Education,No,0
8Q5WDW9Z7Z,68,45632,224259,304,119,1,23.38,36,0.25,Bachelor's,Full-time,Married,Yes,No,Education,No,0
N9YK6UKIBL,27,51818,207273,796,82,3,22.83,12,0.74,Bachelor's,Self-employed,Divorced,No,No,Business,Yes,0
S0NS3VWTXO,69,81590,132445,692,45,2,20.41,60,0.79,Bachelor's,Unemployed,Married,Yes,Yes,Other,No,0
HNKUZ5A1DC,61,48241,132080,609,12,4,12.2,48,0.83,Master's,Part-time,Single,No,Yes,Business,No,0
DSU1S6WG8Y,37,128783,242657,542,40,1,7.49,12,0.15,Master's,Full-time,Single,No,Yes,Auto,No,0
NYVO6DKTW4,46,81197,234991,526,36,2,2.6,24,0.45,Bachelor's,Part-time,Single,No,Yes,Education,No,0
D6MKG8BUID,21,136871,198980,439,39,4,21.78,60,0.15,Bachelor's,Self-employed,Divorced,Yes,Yes,Education,Yes,0
FVZZYKEE1G,21,146872,88691,331,26,2,20.22,48,0.66,High School,Part-time,Divorced,Yes,Yes,Business,No,0
X4ZZN17189,35,125992,226544,465,69,4,19.51,12,0.44,Bachelor's,Full-time,Divorced,Yes,Yes,Business,Yes,0
QU2AZSQCV0,31,22116,91980,360,94,3,20.44,24,0.36,PhD,Full-time,Single,No,No,Other,No,0
GU6OYQ0SMC,62,148691,238428,409,117,1,20.21,48,0.22,Bachelor's,Self-employed,Single,Yes,Yes,Education,No,0
828020SKL1,52,146907,71853,696,29,2,24.1,48,0.39,Master's,Full-time,Single,No,No,Education,No,0
NYIM2LX3V1,37,74031,248036,816,118,3,7.09,12,0.15,Bachelor's,Full-time,Single,Yes,No,Home,No,0
O6CLU1OBIX,38,74746,19122,423,89,3,5.06,36,0.23,Master's,Self-employed,Single,No,No,Auto,Yes,0
8TBW97BWWR,53,120603,98595,518,117,2,9.87,24,0.66,Master's,Self-employed,Divorced,No,Yes,Auto,Yes,0
5TTIB8EZJ2,26,128411,183155,542,112,1,11.62,12,0.6,Bachelor's,Full-time,Single,No,No,Other,No,0
W9ETHEW1SB,46,36417,84030,573,66,4,8.98,24,0.82,Master's,Full-time,Divorced,Yes,Yes,Business,No,0
W824H659VW,54,131856,118861,330,31,2,10.89,24,0.84,High School,Full-time,Single,No,Yes,Other,Yes,0
FGSXHSD4OU,58,138934,32593,465,109,2,5.28,60,0.19,Bachelor's,Unemployed,Single,No,Yes,Business,Yes,0
AH6R3U4NKU,47,117502,239733,574,52,1,20.35,36,0.56,PhD,Part-time,Single,No,No,Home,No,0
MIRM1TU34N,43,39237,225003,727,36,2,18.89,12,0.73,High School,Full-time,Divorced,No,Yes,Other,No,0
JPW2KJHLVF,45,43114,160001,778,113,4,14.08,12,0.58,PhD,Unemployed,Single,Yes,No,Home,Yes,1
CD1I7M1MYM,21,28983,167646,434,116,2,9.49,12,0.24,Master's,Unemployed,Divorced,No,No,Home,No,0
3GY3SGH3Z2,51,107662,244621,734,69,4,12.07,48,0.13,High School,Full-time,Divorced,No,Yes,Business,No,0
OOQZPQGYKG,60,105619,198233,378,54,4,21.04,60,0.65,High School,Unemployed,Married,No,No,Other,Yes,0
EKUI3WX8UR,43,80138,6321,372,102,2,6.02,24,0.1,High School,Self-employed,Married,No,Yes,Business,No,0
R71IZPCED9,39,146548,203293,305,82,1,23.53,24,0.31,Bachelor's,Full-time,Divorced,Yes,No,Home,No,0
S9PF4Q234V,32,59483,190533,418,55,3,21.32,24,0.67,Bachelor's,Full-time,Single,Yes,Yes,Education,No,0
CUP4AAPSB3,48,73190,130599,419,78,2,4.65,36,0.3,PhD,Self-employed,Divorced,Yes,No,Business,Yes,0
TDBPX2UI37,18,24101,202760,812,29,2,19.55,12,0.51,Bachelor's,Self-employed,Divorced,Yes,No,Business,Yes,1
PKM34JW4XE,58,114328,84929,394,9,2,5.56,48,0.85,Bachelor's,Unemployed,Divorced,No,Yes,Auto,Yes,0
FCJL73EAUK,61,36385,140574,779,55,2,5.13,12,0.33,PhD,Unemployed,Married,No,Yes,Auto,Yes,0
07PSAE4QUQ,42,100905,63935,537,25,1,14.2,24,0.19,High School,Full-time,Single,Yes,Yes,Other,No,0
YMPSRDM0B0,46,123580,187928,434,21,4,20.28,24,0.14,Bachelor's,Unemployed,Married,No,No,Home,No,0
GG10L6RU2B,36,67905,74479,806,26,3,6.54,12,0.13,High School,Full-time,Divorced,No,No,Other,No,0
THV45ZX20H,60,83677,32022,371,14,2,16.7,36,0.27,Bachelor's,Self-employed,Married,No,No,Auto,No,0
ZBH1EO4R2D,23,125188,191261,588,20,1,8.91,12,0.59,Bachelor's,Self-employed,Divorced,Yes,Yes,Education,Yes,0
GWLP54ERIL,61,83849,17590,489,80,2,14.33,36,0.29,High School,Full-time,Married,No,No,Other,Yes,0
WGX8L551IA,52,77026,228606,594,105,4,11.96,24,0.11,PhD,Unemployed,Single,No,Yes,Business,No,0
D895F5DBDP,33,81058,179105,769,99,2,5.35,60,0.44,High School,Self-employed,Married,Yes,No,Other,Yes,0
U4QN2FWGE9,19,60555,146520,491,53,1,17.34,12,0.87,High School,Self-employed,Married,No,Yes,Business,No,0
PBCTB44MQJ,50,93601,60789,346,28,1,24.99,24,0.14,Bachelor's,Unemployed,Divorced,No,Yes,Education,No,0
WVTLZ9SSAT,59,88213,117012,679,78,1,22.62,60,0.51,PhD,Unemployed,Divorced,No,Yes,Business,No,0
CKZO8Y923U,33,114966,74529,795,25,4,6.51,48,0.77,Master's,Self-employed,Married,No,No,Home,Yes,0
MN3VXTAZRH,43,88843,82656,649,2,2,22.58,24,0.62,PhD,Unemployed,Divorced,No,Yes,Business,No,0
3UQJKSZ6W5,49,49655,175258,749,45,4,16.18,24,0.38,PhD,Self-employed,Single,Yes,Yes,Other,Yes,0
ZD46XMHMFV,20,78660,151399,370,59,3,17.54,48,0.16,PhD,Unemployed,Single,No,No,Auto,Yes,0
78H3AJ6TO6,19,31346,136076,382,94,2,4.61,36,0.7,Bachelor's,Full-time,Married,Yes,Yes,Home,Yes,1
3O47SGIY77,26,81230,201665,646,103,1,5.53,60,0.83,Master's,Full-time,Divorced,Yes,No,Other,No,0
NHN41H3R6G,49,118333,222189,314,53,4,2.96,36,0.7,PhD,Self-employed,Married,No,No,Auto,No,1
7WP1YOHV84,63,131683,192601,443,59,3,4.79,36,0.11,High School,Full-time,Married,Yes,Yes,Other,No,0
55JLDQYNM4,48,59130,119211,585,22,4,17.43,24,0.8,PhD,Part-time,Single,Yes,Yes,Education,No,0
8OJF441ULS,52,18260,29205,814,93,2,4.94,60,0.47,High School,Self-employed,Divorced,No,No,Education,No,0
TUVWRMF9ZR,34,30662,168481,484,16,2,16.07,60,0.48,PhD,Self-employed,Divorced,Yes,No,Home,Yes,0
A3ALX5R31V,64,88369,176502,386,28,2,9.65,48,0.2,High School,Part-time,Married,No,No,Other,No,0
GAXGCY2F9Z,60,107092,118442,554,69,2,13.77,12,0.29,Bachelor's,Self-employed,Divorced,Yes,Yes,Other,Yes,0
IRJ5FTJF9O,54,46824,135041,655,100,4,23.09,60,0.28,Master's,Self-employed,Single,No,Yes,Auto,Yes,0
1FU3BQ919U,44,77385,181475,443,96,4,2.27,24,0.41,Bachelor's,Self-employed,Divorced,No,No,Other,Yes,0
3L8PKEIVGD,40,117228,124358,446,69,2,22.37,24,0.81,Master's,Unemployed,Married,No,No,Other,No,1
XH4MH44PJ9,33,76222,138558,834,22,4,23.93,48,0.36,PhD,Unemployed,Single,Yes,Yes,Auto,No,1
9RI3W9722B,41,137738,138466,357,5,2,18.26,60,0.15,PhD,Part-time,Single,Yes,No,Auto,No,0
L4ULRGZYFN,42,21265,99282,335,72,1,14,48,0.72,Master's,Full-time,Single,No,Yes,Business,Yes,0
074WVRBFSQ,48,96344,143163,450,101,3,9.4,36,0.16,Master's,Part-time,Single,No,No,Home,Yes,0
UNR4CW9KKC,65,44847,28574,822,4,4,15.84,60,0.55,Master's,Part-time,Divorced,No,No,Home,No,0
M3F7JGX359,25,69175,184283,782,104,2,5.49,48,0.56,Bachelor's,Unemployed,Divorced,No,No,Other,No,1
5DG6NV9JDN,48,121844,208869,821,45,3,5.94,12,0.49,Master's,Unemployed,Married,Yes,No,Education,No,1
4XD8HAYTYA,20,107650,60308,369,34,2,20.78,48,0.49,Bachelor's,Unemployed,Married,Yes,No,Education,No,0
PDGV6XHF8J,59,135480,50722,793,6,3,8.38,24,0.21,Master's,Full-time,Divorced,No,No,Business,No,0
8K49Q82EA4,64,63788,200404,420,99,1,22.34,48,0.78,High School,Part-time,Single,Yes,No,Home,No,0
MCF5A7SK3U,50,57694,52705,527,12,1,22.36,12,0.28,PhD,Self-employed,Married,Yes,No,Other,Yes,0
B3PGGNQ7T0,50,44252,145696,450,112,2,5.17,48,0.2,PhD,Part-time,Married,No,Yes,Other,Yes,0
7WDOAZLGKN,26,28432,119310,399,5,1,12.43,60,0.62,High School,Part-time,Single,Yes,No,Auto,No,0
Q2NZ5JEH24,21,16967,242058,822,70,1,10.73,12,0.54,PhD,Part-time,Single,Yes,No,Education,Yes,0
RQ7B2H0R5A,22,76371,98805,402,89,4,15.47,60,0.32,High School,Part-time,Married,Yes,Yes,Business,Yes,0
C0G3BBWOE8,34,101898,146345,819,29,1,11.34,48,0.81,PhD,Self-employed,Single,No,Yes,Home,Yes,0
4XNNWTT8O1,30,149023,169721,848,105,3,13.05,48,0.63,High School,Self-employed,Single,No,Yes,Business,No,0
S8M8I29KSE,32,127567,149703,456,67,3,14.33,60,0.1,Bachelor's,Unemployed,Single,Yes,Yes,Other,No,0
KVE51GGAH2,49,110818,134801,651,108,2,9.76,36,0.16,High School,Self-employed,Single,No,No,Education,Yes,1
X6ZFOJ3O97,50,22973,26891,430,45,3,10.7,48,0.19,Bachelor's,Full-time,Single,Yes,No,Auto,No,0
U854QI4O7A,42,31895,37563,450,106,4,14.32,60,0.45,PhD,Unemployed,Divorced,No,No,Other,No,0
2FTXR2G3JQ,49,105308,102124,463,79,2,6.24,12,0.35,Master's,Full-time,Married,Yes,No,Education,No,0
5E5ZXSZOV2,61,32082,92686,465,80,2,14.3,60,0.39,High School,Full-time,Divorced,No,Yes,Auto,No,0
7I7T8WCLI4,59,46746,20247,846,26,1,9.5,60,0.58,High School,Full-time,Single,No,Yes,Auto,No,0
7LVV58O1D2,49,56497,122728,529,92,2,3.69,24,0.67,Master's,Part-time,Married,Yes,No,Home,No,0
X4HJNHI7V6,19,125603,71358,574,7,1,7.35,48,0.5,Bachelor's,Self-employed,Single,No,No,Business,Yes,0
O8QLK2XX1R,28,110668,164717,526,49,4,14.59,60,0.35,Master's,Self-employed,Single,Yes,No,Education,No,0
R1RV6YJAUO,55,56893,228495,424,15,1,21.82,60,0.33,Bachelor's,Part-time,Married,Yes,Yes,Other,Yes,0
5TX9HLFABG,35,33986,92843,427,13,3,14.72,36,0.89,PhD,Full-time,Married,No,No,Auto,Yes,0
V56A6RHD1U,24,91655,11921,847,1,2,12.39,60,0.64,Bachelor's,Self-employed,Divorced,No,Yes,Education,Yes,0
7F7DVDT4VU,53,89556,107009,503,78,3,15.67,24,0.27,Master's,Self-employed,Divorced,Yes,No,Other,No,0
DEL5ZXZA17,63,22240,210475,662,12,3,17,12,0.47,Master's,Full-time,Single,Yes,No,Other,Yes,1
9W5238P92V,68,96995,162787,388,47,4,6.61,48,0.4,High School,Self-employed,Single,Yes,Yes,Education,No,0
GTDDAZ1TM6,64,59279,177257,326,40,2,6.22,24,0.31,Bachelor's,Full-time,Single,Yes,No,Other,Yes,0
MY8PK6KVGH,25,49081,60427,777,43,2,3.64,48,0.46,PhD,Full-time,Single,No,Yes,Education,No,0
EU4P0KQCM4,56,143509,179409,611,3,3,10.23,60,0.71,High School,Full-time,Married,Yes,No,Auto,Yes,0
4RZCKO1NE2,33,37108,197239,781,109,2,14.96,12,0.81,High School,Full-time,Single,Yes,No,Business,No,1
ZE7CWGSZW4,47,76410,207565,356,26,1,8.32,48,0.79,Bachelor's,Full-time,Married,No,No,Auto,Yes,0
CXQC5CVRLH,19,40131,205609,623,68,3,17.02,60,0.33,Master's,Full-time,Divorced,Yes,No,Auto,Yes,0
YDNIAZIGKX,60,52599,79424,328,112,3,11.46,12,0.7,PhD,Self-employed,Divorced,No,No,Other,No,0
BE5VBJO9OE,23,140592,194953,336,111,2,22.99,60,0.54,High School,Full-time,Single,No,Yes,Auto,No,0
92AV8BX0SM,41,53075,54042,486,93,2,8.44,36,0.72,Master's,Unemployed,Married,No,Yes,Auto,Yes,0
9I0GTX5MJ5,66,149333,172378,504,14,1,9.86,60,0.75,Master's,Part-time,Married,No,Yes,Education,Yes,0
NHL3Z4URZH,44,37089,178270,327,35,4,7.5,12,0.59,Master's,Full-time,Divorced,Yes,No,Education,Yes,1
QO6Q2YL02X,63,84266,165440,334,102,3,5.8,12,0.89,Bachelor's,Full-time,Single,Yes,No,Business,Yes,0
1194IXY0Q7,32,19404,41938,769,7,4,7.56,48,0.76,Bachelor's,Unemployed,Single,No,No,Auto,No,0
2MZOHV3XBZ,52,23281,185068,673,43,4,18.57,60,0.59,Master's,Part-time,Married,Yes,No,Home,Yes,0
9VX4A7XZSW,55,104045,65444,787,0,4,7.19,36,0.34,PhD,Part-time,Divorced,No,Yes,Education,No,1
1ZAXN371V4,36,136552,110091,497,68,1,8,48,0.75,Master's,Unemployed,Divorced,No,Yes,Home,No,0
48SEE7LTNM,35,115896,64253,761,47,1,10.98,24,0.12,High School,Part-time,Married,No,Yes,Business,Yes,0
AVZZS7P74P,41,75676,191606,692,119,3,16.46,12,0.37,High School,Unemployed,Married,No,Yes,Auto,Yes,0
M99CWHTY85,20,74878,196712,596,42,1,8.74,48,0.85,PhD,Unemployed,Single,No,Yes,Home,Yes,0
579XZJJ6GR,57,141815,243669,579,73,4,9.87,24,0.43,High School,Self-employed,Married,Yes,Yes,Education,Yes,0
E7RQALEH0T,45,90584,111199,350,24,1,18.83,12,0.63,High School,Part-time,Divorced,Yes,Yes,Education,Yes,1
WJDG4ZF4U7,49,115306,128331,382,63,4,9.43,36,0.32,High School,Self-employed,Married,Yes,Yes,Business,Yes,0
KQOBM7153J,64,114807,200032,576,28,3,12.22,48,0.81,Master's,Full-time,Divorced,No,Yes,Other,Yes,0
MBTZIAODHU,62,141289,72068,556,68,3,3.82,24,0.84,PhD,Part-time,Single,Yes,Yes,Education,Yes,0
5WESN6M8NL,27,38394,247436,569,76,1,22.41,24,0.5,High School,Full-time,Divorced,Yes,Yes,Home,Yes,1
G65T7TFXUP,27,57324,6621,345,109,4,17.22,36,0.1,Master's,Full-time,Married,No,No,Other,No,0
7UJHCCVW6W,24,18167,219457,690,0,2,22.7,36,0.75,Bachelor's,Part-time,Married,Yes,Yes,Auto,No,1
CXQ8PWHFOU,44,115771,19234,552,116,1,13.9,60,0.51,PhD,Unemployed,Divorced,Yes,No,Education,No,1
24LCVMQZ7V,23,54884,112726,355,103,1,6.34,48,0.87,Master's,Full-time,Married,No,No,Auto,No,0
BYP572OK4V,22,39121,42334,307,6,2,9.79,24,0.46,PhD,Self-employed,Married,No,No,Home,No,0
CT932CKEL9,47,16618,145110,656,100,3,19.25,48,0.65,PhD,Part-time,Single,No,Yes,Auto,Yes,1
E7Z6556T22,19,127370,184082,472,97,1,13.37,12,0.26,Master's,Unemployed,Single,Yes,Yes,Other,Yes,0
42BEW0XW4N,57,120775,184347,751,113,3,10.85,60,0.66,Bachelor's,Self-employed,Married,No,No,Home,Yes,0
151J5ZFRO9,47,132616,87938,357,83,3,18.29,24,0.78,Master's,Unemployed,Divorced,No,Yes,Education,No,0
9XHTJEQZ1C,56,48860,168595,534,35,4,7.63,60,0.35,Bachelor's,Full-time,Single,Yes,No,Business,Yes,0
74S2YSIVZU,69,66542,89498,779,117,1,3.37,24,0.57,Master's,Full-time,Single,No,No,Other,Yes,0
BVORYWEFMU,63,95245,121866,646,119,4,21.07,36,0.68,High School,Unemployed,Divorced,Yes,No,Education,No,0
YDXY5RPV0O,56,54010,242344,806,50,4,15.88,48,0.71,Master's,Unemployed,Married,No,Yes,Business,No,0
2C2QJK8FGJ,42,145535,92153,428,17,4,24.49,48,0.67,Master's,Part-time,Divorced,No,No,Home,No,1
MHNXPT3DTI,33,56139,166350,333,26,3,20.24,36,0.43,Bachelor's,Part-time,Divorced,No,No,Education,Yes,1
ZGGHZ7D11S,21,66189,101528,508,105,4,22.13,60,0.61,Bachelor's,Part-time,Divorced,Yes,No,Business,Yes,0
VDS9I3MP38,41,75262,35311,538,103,1,22.53,24,0.46,PhD,Part-time,Single,Yes,Yes,Auto,No,0
76JT1K02A6,35,27427,14826,678,13,3,11.22,48,0.14,High School,Full-time,Divorced,Yes,Yes,Home,No,0
62FIYUOILP,35,37661,186354,770,23,3,19.02,12,0.32,High School,Unemployed,Divorced,No,Yes,Other,No,0
QS6ZB0G2YI,51,18301,125674,767,32,2,6.62,12,0.81,Master's,Part-time,Divorced,Yes,Yes,Home,Yes,0
WNU8O1GPUJ,65,100663,204618,460,5,2,5.75,36,0.48,Master's,Unemployed,Married,Yes,Yes,Other,No,0
TUK95CY7PK,26,52087,209258,603,5,4,10.09,36,0.77,Bachelor's,Full-time,Married,Yes,No,Auto,No,0
6OJZFU2RC5,64,130671,242989,354,68,1,14.32,60,0.19,High School,Unemployed,Married,Yes,Yes,Home,No,0
2UE62XWPJ2,58,88882,26816,344,73,4,24.12,60,0.12,High School,Part-time,Divorced,Yes,No,Auto,No,0
MT3I7ZQ2CI,33,40063,21215,623,39,1,23.33,60,0.33,Master's,Self-employed,Married,No,Yes,Education,Yes,0
8IQ8ZYAE3W,36,68763,77599,617,64,2,6.73,48,0.66,High School,Part-time,Single,Yes,No,Home,No,0
CPAIH9I3M9,28,38707,159457,498,33,2,10.84,12,0.88,Bachelor's,Full-time,Married,No,Yes,Other,Yes,0
95XHUJXH63,31,118568,173454,721,48,4,7.55,60,0.85,PhD,Self-employed,Married,No,Yes,Education,Yes,0
H5V4V3YTG3,27,57852,25202,615,104,3,22.61,24,0.41,Master's,Full-time,Single,No,Yes,Business,No,0
Q5GX0AIY8M,54,21463,137204,536,38,4,14.89,24,0.5,Master's,Self-employed,Single,No,No,Other,No,0
FC0OR9IX3G,59,66388,167469,630,32,4,22.85,60,0.67,High School,Part-time,Divorced,No,Yes,Other,Yes,0
HQMKYJ28TD,33,81714,116431,542,29,4,13.94,24,0.19,High School,Part-time,Single,Yes,No,Home,Yes,0
URY68ZG4LG,49,81342,239314,301,117,1,20.7,60,0.26,Bachelor's,Full-time,Married,No,No,Business,Yes,0
DPJ31BWTHR,35,69713,201995,719,35,2,4.9,36,0.37,Master's,Unemployed,Married,Yes,No,Education,No,0
Y6EYGSFJME,61,109884,247640,661,14,4,6.03,36,0.5,Master's,Unemployed,Married,No,Yes,Other,No,0
4YDP99W40V,24,101306,157345,360,27,1,14.62,60,0.5,Bachelor's,Full-time,Married,Yes,No,Home,No,0
DT4KH7EICQ,32,55570,131575,385,37,4,23.39,48,0.78,High School,Self-employed,Married,Yes,No,Education,No,0
0DN0ZHOHVI,58,18741,41938,576,110,4,13.12,36,0.68,High School,Full-time,Married,No,Yes,Business,No,0
CCNF56JNWT,67,20257,168571,613,104,3,8.82,36,0.66,High School,Unemployed,Divorced,Yes,No,Auto,Yes,0
WJPE1EID4F,25,60585,55694,829,73,3,11.92,60,0.57,High School,Part-time,Married,Yes,No,Other,Yes,0
